feature,label
0.0645,0
0.0648,0
0.0646,0
0.0655,0
0.0690,0
0.0704,0
0.0726,0
0.0748,0
0.1671,1
0.1656,1
0.2740,1
0.3854,2
0.4950,2
0.4063,2
0.4078,2
0.4104,2
0.2979,2
0.1851,1
0.2742,1
0.3572,2
0.2384,1
0.2305,1
0.2247,1
0.1234,1
0.0290,0
0.0246,0
0.0212,0
0.0179,0
0.0164,0
0.0157,0
0.0157,0
0.0165,0
0.0197,0
0.0229,0
0.0250,0
0.0285,0
0.0330,0
0.0350,0
0.0367,0
0.0411,0
0.1354,1
0.1374,1
0.1423,1
0.1466,1
0.1505,1
0.0647,0
0.0694,0
0.0720,0
0.0752,0
0.0760,0
0.0763,0
0.0765,0
0.0772,0
0.0780,0
0.0790,0
0.0798,0
0.0802,0
0.0798,0
0.0789,0
0.0775,0
0.0757,0
0.0754,0
0.0751,0
0.0732,0
0.0725,0
0.0664,0
0.0592,0
0.0514,0
0.0433,0
0.0343,0
0.0293,0
0.0245,0
0.0203,0
0.0172,0
0.0152,0
0.0142,0
0.0128,0
0.0139,0
0.0152,0
0.0156,0
0.0167,0
0.0180,0
0.0180,0
0.0202,0
0.0244,0
0.0280,0
0.0315,0
0.0331,0
0.0361,0
0.0378,0
0.0393,0
0.0412,0
0.0430,0
0.1341,1
0.1366,1
0.1418,1
0.1451,1
0.1499,1
0.0625,0
0.0642,0
0.0650,0
0.0674,0
0.0692,0
0.0719,0
0.0750,0
0.1649,1
0.2557,1
0.3487,2
0.4391,2
0.4403,2
0.3530,2
0.2643,1
0.1721,1
0.0830,0
0.0808,0
0.0795,0
0.0768,0
0.0746,0
0.0706,0
0.0680,0
0.0646,0
0.0598,0
0.0560,0
0.0517,0
0.0476,0
0.0422,0
0.0383,0
0.0345,0
0.0304,0
0.0256,0
0.0220,0
0.0198,0
0.0166,0
0.0174,0
0.0155,0
0.0172,0
0.0191,0
0.0219,0
0.0187,0
0.0188,0
0.0163,0
0.0141,0
0.0127,0
0.0149,0
0.0169,0
0.0193,0
0.0216,0
0.0240,0
0.0267,0
0.0297,0
0.0313,0
0.0342,0
0.0381,0
0.0411,0
0.0444,0
0.0461,0
0.0501,0
0.0503,0
0.0527,0
0.0538,0
0.1618,1
0.1626,1
0.1661,1
0.2689,1
0.2720,1
0.2607,1
0.2637,1
0.2653,1
0.1655,1
0.1663,1
0.0760,0
0.0743,0
0.1704,1
0.1683,1
0.2563,1
0.3446,2
0.3434,2
0.2413,1
0.2366,1
0.1427,1
0.0454,0
0.0384,0
0.0349,0
0.0320,0
0.0277,0
0.0257,0
0.0230,0
0.0202,0
0.0177,0
0.0156,0
0.0168,0
0.0161,0
0.0174,0
0.0170,0
0.0169,0
0.0160,0
0.0156,0
0.0139,0
0.0144,0
0.0154,0
0.0145,0
0.0162,0
0.0175,0
0.0187,0
0.0208,0
0.0229,0
0.0271,0
0.0320,0
0.0359,0
0.0378,0
0.0412,0
0.0417,0
0.0431,0
0.0430,0
0.1460,1
0.1482,1
0.1518,1
0.1536,1
0.1588,1
0.0622,0
0.0680,0
0.0733,0
0.0777,0
0.0805,0
0.0829,0
0.0825,0
0.0813,0
0.0798,0
0.0753,0
0.0696,0
0.0643,0
0.0604,0
0.0552,0
0.0516,0
0.0486,0
0.0453,0
0.0393,0
0.0358,0
0.0326,0
0.0298,0
0.0262,0
0.0239,0
0.0212,0
0.0197,0
0.0184,0
0.0176,0
0.0165,0
0.0162,0
0.0160,0
0.0154,0
0.0145,0
0.0151,0
0.0145,0
0.0147,0
0.0145,0
0.0154,0
0.0160,0
0.0172,0
0.0183,0
0.0202,0
0.0215,0
0.0234,0
0.0265,0
0.0290,0
0.0301,0
0.0326,0
0.0365,0
0.0382,0
0.0387,0
0.0401,0
0.0405,0
0.0386,0
0.0386,0
0.0390,0
0.1310,1
0.1345,1
0.1387,1
0.1430,1
0.1494,1
0.0650,0
0.0694,0
0.0713,0
0.0740,0
0.0737,0
0.0721,0
0.0698,0
0.0700,0
0.0684,0
0.0682,0
0.1561,1
0.2449,1
0.2404,1
0.2341,1
0.2269,1
0.1340,1
0.0392,0
0.0373,0
0.0352,0
0.0344,0
0.0300,0
0.0269,0
0.0230,0
0.0214,0
0.0184,0
0.0176,0
0.0163,0
0.0153,0
0.0141,0
0.0136,0
